[Header]
TITLE,MPMS RSO Measurement
BYAPP,MPMS Measurement,1.1,Summary
FILEOPENTIME, 1500091929.501000 7/14/2017, 9:12:09 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.60,  Build 081

INFO, NAME, pb6051
INFO, WEIGHT, 70.000
INFO, AREA,
INFO, LENGTH,
INFO, SHAPE,
INFO, COMMENT,
INFO, SEQUENCE FILE: pb6051_dc_mag_v3_ac1500Oe.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,10,11,19,20,21,22,23,35
FIELDGROUP,Transverse,1,2,3,4,12,13,14,15,16,17,18,24,25,26,27,28,35

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Offset (cm),Long Offset Std Dev,Long Algorithm,Long Reg Fit,Long Reg Factor,Trans Moment (emu),Trans Scan Std Dev,Trans Offset (cm),Trans Offset Std Dev,Trans Algorithm,Trans Reg Fit,Trans Reg Factor,Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Offset [w/o ABS] (cm),Long Offset Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Offset [w/o ABS] (cm),Trans Offset Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],RSO Position (deg),Amplitude (cm),Frequency,Cycles to Average,Scans per Measurement,Delta Temp (K),Error,EC Comp. Running,Using ABS,
1500099115.374,,1.254533e+003,1.801972e+000,7.780990e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907801e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.279950e-003,0,1,0,
1500099119.624,,1.254533e+003,1.802219e+000,7.779749e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907123e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,7.849932e-004,0,1,0,
1500099124.124,,1.254533e+003,1.801445e+000,7.783126e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.905519e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,4.329681e-004,0,1,0,
1500099129.124,,1.254533e+003,1.801590e+000,7.774275e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908997e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.093030e-003,0,1,0,
1500099133.609,,1.254533e+003,1.801033e+000,7.783943e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908429e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,9.269714e-004,0,1,0,
1500099138.094,,1.254533e+003,1.800725e+000,7.779980e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907294e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.089905e-004,0,1,0,
1500099142.364,,1.254533e+003,1.800931e+000,7.781409e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907624e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.029968e-004,0,1,0,
1500099146.864,,1.254533e+003,1.800931e+000,7.779529e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906744e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.255989e-003,0,1,0,
1500099151.364,,1.254533e+003,1.801394e+000,7.776630e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907150e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,5.769730e-004,0,1,0,
1500099156.114,,1.254533e+003,1.801446e+000,7.780078e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908856e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.460283e-004,0,1,0,
1500099160.614,,1.254533e+003,1.801456e+000,7.779275e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907914e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.250475e-004,0,1,0,
1500099165.369,,1.254533e+003,1.800756e+000,7.780707e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906828e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,5.769730e-004,0,1,0,
1500099169.899,,1.254533e+003,1.800333e+000,7.772047e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.910211e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,2.670288e-004,0,1,0,
1500099174.149,,1.254533e+003,1.800231e+000,7.779131e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908614e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,5.559921e-004,0,1,0,
1500099178.899,,1.254533e+003,1.800858e+000,7.779116e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907688e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,5.769730e-004,0,1,0,
1500099183.384,,1.254533e+003,1.801023e+000,7.765257e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906728e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,9.069443e-004,0,1,0,
1500099187.869,,1.254533e+003,1.800725e+000,7.778718e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908447e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.502991e-003,0,1,0,
1500099192.119,,1.254533e+003,1.799768e+000,7.768966e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.905706e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,4.109144e-004,0,1,0,
1500099196.619,,1.254533e+003,1.800498e+000,7.768093e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907118e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,4.730225e-004,0,1,0,
1500099201.119,,1.254533e+003,1.800725e+000,7.767407e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907106e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.910065e-004,0,1,0,
1500099205.619,,1.254533e+003,1.799697e+000,7.777926e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908838e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.458049e-003,0,1,0,
1500099210.129,,1.254533e+003,1.799399e+000,7.765361e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.905331e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.620024e-004,0,1,0,
1500099214.864,,1.254533e+003,1.800107e+000,7.764987e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906524e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,5.550385e-004,0,1,0,
1500099219.114,,1.254533e+003,1.800035e+000,7.765362e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907432e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.230240e-004,0,1,0,
1500099223.614,,1.254533e+003,1.799625e+000,7.766217e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906101e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,9.859800e-004,0,1,0,
1500099228.099,,1.254533e+003,1.800344e+000,7.768508e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.905133e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.640320e-004,0,1,0,
1500099232.594,,1.254533e+003,1.800323e+000,7.761562e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906864e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,2.059937e-004,0,1,0,
1500099236.899,,1.254533e+003,1.799891e+000,7.763629e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.905661e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,6.569624e-004,0,1,0,
1500099241.149,,1.254533e+003,1.799050e+000,7.754841e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908662e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,4.099607e-004,0,1,0,
1500099245.649,,1.254533e+003,1.800066e+000,7.787164e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906676e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,5.960464e-004,0,1,0,
1500099250.134,,1.254533e+003,1.799881e+000,7.781727e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.909012e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,2.260208e-004,0,1,0,
1500099254.619,,1.254533e+003,1.799922e+000,7.759529e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907588e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.440048e-004,0,1,0,
1500099258.869,,1.254533e+003,1.799665e+000,7.765809e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906296e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.689528e-004,0,1,0,
1500099263.619,,1.254533e+003,1.799912e+000,7.762338e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906508e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,9.869337e-004,0,1,0,
1500099268.369,,1.254533e+003,1.799286e+000,7.765952e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906163e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.490448e-004,0,1,0,
1500099272.854,,1.254533e+003,1.798937e+000,7.767418e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906071e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.456022e-003,0,1,0,
1500099277.389,,1.254533e+003,1.798999e+000,7.776795e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.910873e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.580000e-003,0,1,0,
1500099281.689,,1.254533e+003,1.799255e+000,7.771943e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.905925e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.066923e-003,0,1,0,
1500099286.189,,1.254533e+003,1.799645e+000,7.787187e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908190e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.639128e-004,0,1,0,
1500099290.689,,1.254533e+003,1.798589e+000,7.783560e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906580e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.809566e-004,0,1,0,
1500099295.464,,1.254533e+003,1.798876e+000,7.772889e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907130e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,2.249479e-004,0,1,0,
1500099299.964,,1.254533e+003,1.799482e+000,7.789606e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908140e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.436949e-003,0,1,0,
1500099304.729,,1.254533e+003,1.799594e+000,7.789835e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908012e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.212001e-003,0,1,0,
1500099309.464,,1.254533e+003,1.798742e+000,7.789432e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.905879e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,4.919767e-004,0,1,0,
1500099314.449,,1.254533e+003,1.798589e+000,7.786106e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907682e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.850128e-004,0,1,0,
1500099318.699,,1.254533e+003,1.798855e+000,7.792838e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908072e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.479719e-004,0,1,0,
1500099323.199,,1.254533e+003,1.798548e+000,7.796128e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908287e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,6.349087e-004,0,1,0,
1500099327.700,,1.254533e+003,1.799173e+000,7.792102e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906383e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,2.050400e-004,0,1,0,
1500099332.685,,1.254533e+003,1.799245e+000,7.784905e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.905794e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,6.103516e-005,0,1,0,
1500099337.670,,1.254533e+003,1.798783e+000,7.786480e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906933e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,6.560087e-004,0,1,0,
1500099342.655,,1.254533e+003,1.798200e+000,7.786272e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907609e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.127005e-003,0,1,0,
1500099347.640,,1.254533e+003,1.798640e+000,7.792386e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906690e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,4.100800e-004,0,1,0,
1500099352.625,,1.254533e+003,1.799204e+000,7.791158e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908060e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.291990e-003,0,1,0,
1500099357.110,,1.254533e+003,1.798579e+000,7.788803e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908267e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,4.100800e-005,0,1,0,
1500099361.390,,1.254533e+003,1.798404e+000,7.787354e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906002e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.900528e-004,0,1,0,
1500099365.640,,1.254533e+003,1.798957e+000,7.791849e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907103e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.430511e-004,0,1,0,
1500099370.140,,1.254533e+003,1.797811e+000,7.788610e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906660e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.389950e-004,0,1,0,
1500099374.625,,1.254533e+003,1.798383e+000,7.786871e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906431e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.069639e-004,0,1,0,
1500099379.110,,1.254533e+003,1.798948e+000,7.784095e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907928e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.209944e-004,0,1,0,
1500099383.360,,1.254533e+003,1.798856e+000,7.789331e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.905393e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.005054e-003,0,1,0,
1500099387.860,,1.254533e+003,1.798455e+000,7.778555e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.910508e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.280640e-004,0,1,0,
1500099392.375,,1.254533e+003,1.798599e+000,7.786328e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.909452e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,6.150007e-004,0,1,0,
1500099397.110,,1.254533e+003,1.798804e+000,7.787751e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907203e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,2.049208e-004,0,1,0,
1500099401.360,,1.254533e+003,1.798783e+000,7.791487e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908003e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.639128e-004,0,1,0,
1500099405.860,,1.254533e+003,1.798804e+000,7.784215e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907520e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.229048e-004,0,1,0,
1500099410.360,,1.254533e+003,1.798957e+000,7.781625e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908513e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.850128e-004,0,1,0,
1500099414.860,,1.254533e+003,1.798732e+000,7.790745e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.905423e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.079176e-004,0,1,0,
1500099419.360,,1.254533e+003,1.798445e+000,7.798599e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907271e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,2.660751e-004,0,1,0,
1500099424.345,,1.254533e+003,1.798363e+000,7.792567e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908632e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.020432e-004,0,1,0,
1500099429.330,,1.254533e+003,1.799163e+000,7.793201e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908239e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.497984e-003,0,1,0,
1500099434.315,,1.254533e+003,1.799409e+000,7.784221e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907480e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.006007e-003,0,1,0,
1500099439.300,,1.254533e+003,1.798342e+000,7.789460e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.910635e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.127005e-003,0,1,0,
1500099444.095,,1.254533e+003,1.798527e+000,7.791142e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908623e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.496077e-003,0,1,0,
1500099448.345,,1.254533e+003,1.798947e+000,7.792376e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907627e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,6.560087e-004,0,1,0,
1500099452.845,,1.254533e+003,1.798691e+000,7.789552e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907807e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,4.299879e-004,0,1,0,
1500099457.595,,1.254533e+003,1.798835e+000,7.792237e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907767e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,5.949736e-004,0,1,0,
1500099462.115,,1.254533e+003,1.798722e+000,7.794491e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908674e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,9.430647e-004,0,1,0,
1500099466.660,,1.254533e+003,1.798783e+000,7.791661e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906866e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.200407e-004,0,1,0,
1500099470.960,,1.254533e+003,1.798383e+000,7.791854e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908427e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,2.098083e-005,0,1,0,
1500099475.460,,1.254533e+003,1.798476e+000,7.789467e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908066e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.640320e-004,0,1,0,
1500099479.960,,1.254533e+003,1.798763e+000,7.792810e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.909441e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.147985e-003,0,1,0,
1500099484.710,,1.254533e+003,1.799399e+000,7.793168e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907336e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,4.520416e-004,0,1,0,
1500099489.195,,1.254533e+003,1.799378e+000,7.786692e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908651e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,4.099607e-004,0,1,0,
1500099493.680,,1.254533e+003,1.799173e+000,7.791571e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907553e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.199215e-004,0,1,0,
1500099497.930,,1.254533e+003,1.799019e+000,7.783239e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.909108e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,5.120039e-004,0,1,0,
1500099502.180,,1.254533e+003,1.798906e+000,7.784574e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907037e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.271009e-003,0,0,0,
1500099506.915,,1.254533e+003,1.799121e+000,7.781841e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.909032e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.409023e-004,0,0,0,
1500099511.650,,1.254533e+003,1.798527e+000,7.788409e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907856e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.480911e-004,0,0,0,
1500099516.455,,1.254533e+003,1.798804e+000,7.790150e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906675e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,9.020567e-004,0,0,0,
1500099520.940,,1.254533e+003,1.798876e+000,7.781737e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.909381e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,9.230375e-004,0,0,0,
1500099525.190,,1.254533e+003,1.799368e+000,7.790979e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906710e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.820295e-004,0,0,0,
1500099529.690,,1.254533e+003,1.799112e+000,7.793081e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906154e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,7.389784e-004,0,0,0,
1500099534.440,,1.254533e+003,1.798691e+000,7.788149e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.908968e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.400679e-004,0,0,0,
1500099538.925,,1.254533e+003,1.798824e+000,7.787067e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907000e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,5.739927e-004,0,0,0,
1500099543.410,,1.254533e+003,1.799081e+000,7.780524e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.910266e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.088023e-003,0,0,0,
1500099547.660,,1.254533e+003,1.798630e+000,7.786222e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906049e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.490448e-004,0,0,0,
1500099552.410,,1.254533e+003,1.799255e+000,7.769134e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907163e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,2.880096e-004,0,0,0,
1500099556.710,,1.254533e+003,1.799676e+000,7.787225e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907249e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,9.659529e-004,0,0,0,
1500099561.695,,1.254533e+003,1.799727e+000,7.794565e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906637e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,8.629560e-004,0,0,0,
1500099566.680,,1.254533e+003,1.798969e+000,7.790212e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.907126e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.313090e-003,0,0,0,
1500099571.230,,1.254533e+003,1.798938e+000,7.771624e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906304e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,1.251101e-003,0,0,0,
1500099576.215,,1.254533e+003,1.799727e+000,7.772218e-002,0.000000e+000,0.000000e+000,0.000000e+000,2,9.906474e-001,1.825000e+000,,,,,,,,,,,,,,,,,,1,7.000000e-001,4.000000e+000,1,1,3.279448e-004,0,0,0,
